Animal ID,Name,DateTime,MonthYear,Date of Birth,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Outcome
A737575,Bear,11/29/2016 06:15:00 PM,11/29/2016 06:15:00 PM,11/01/2015,Dog,Neutered Male,1 year,Black Mouth Cur Mix,Tan/Black,0
A712665,*Jack Nick,11/17/2015 06:26:00 PM,11/17/2015 06:26:00 PM,09/26/2014,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White,0
A677317,,04/23/2014 02:47:00 PM,04/23/2014 02:47:00 PM,03/23/2014,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,0
A739650,Bear,02/24/2017 03:25:00 PM,02/24/2017 03:25:00 PM,05/30/2015,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,0
A718851,June,01/08/2016 02:34:00 PM,01/08/2016 02:34:00 PM,01/08/2008,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Blue Tabby,0
A668280,,12/06/2013 05:01:00 PM,12/06/2013 05:01:00 PM,03/01/2013,Dog,Neutered Male,9 months,Chihuahua Shorthair Mix,Brown/White,0
A677138,,04/20/2014 10:55:00 AM,04/20/2014 10:55:00 AM,01/20/2013,Other,Unknown,1 year,Raccoon,Gray/Black,1
A783255,*Mocha,03/14/2019 11:56:00 AM,03/14/2019 11:56:00 AM,10/27/2017,Dog,Spayed Female,1 year,Staffordshire Mix,White/Chocolate,0
A834303,Ghost,05/26/2021 06:17:00 PM,05/26/2021 06:17:00 PM,05/12/2019,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,0
A332246,Boss,04/22/2017 06:43:00 PM,04/22/2017 06:43:00 PM,03/25/2003,Dog,Intact Male,14 years,Pit Bull,Brown/White,0
A835935,*Bruno,07/02/2021 01:49:00 PM,07/02/2021 01:49:00 PM,08/03/2020,Dog,Neutered Male,10 months,Pit Bull/Labrador Retriever,Brown/Black,0
A718300,Princess,01/17/2016 07:01:00 PM,01/17/2016 07:01:00 PM,12/27/2011,Dog,Spayed Female,4 years,Yorkshire Terrier Mix,Blue/Tan,0
A745076,,03/14/2017 08:54:00 AM,03/14/2017 08:54:00 AM,03/09/2017,Cat,Unknown,5 days,Domestic Shorthair Mix,Brown Tabby,0
A715735,Nico,11/13/2015 12:59:00 PM,11/13/2015 12:59:00 PM,11/09/2014,Dog,Intact Male,1 year,Labrador Retriever,Buff/Tan,0
A700147,*Wolverine,06/07/2015 04:57:00 PM,06/07/2015 04:57:00 PM,04/01/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0
A705147,Zeffie,01/04/2016 02:10:00 PM,01/04/2016 02:10:00 PM,06/13/2014,Dog,Spayed Female,1 year,German Shepherd Mix,Black,0
A790421,Milo,03/10/2019 12:50:00 PM,03/10/2019 12:50:00 PM,03/23/2017,Dog,Neutered Male,1 year,Australian Shepherd Mix,Blue Merle,0
A723229,,03/28/2016 06:36:00 PM,03/28/2016 06:36:00 PM,03/28/2015,Other,Unknown,1 year,Bat Mix,Brown,1
A673456,,03/23/2014 06:29:00 PM,03/23/2014 06:29:00 PM,01/22/2014,Dog,Neutered Male,1 month,Chihuahua Shorthair Mix,Chocolate/Tan,0
A753498,*Hobbes,07/18/2017 10:14:00 AM,07/18/2017 10:14:00 AM,07/12/2015,Dog,Intact Male,2 years,Australian Cattle Dog Mix,White/Tan,0
A651970,Rascal,04/24/2014 01:49:00 PM,04/24/2014 01:49:00 PM,04/17/2012,Dog,Neutered Male,2 years,Catahoula Mix,Blue Merle/White,0
A782634,Jynx,10/27/2018 05:19:00 PM,10/27/2018 05:19:00 PM,01/10/2018,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Torbie,0
A687558,,09/29/2014 06:15:00 PM,09/29/2014 06:15:00 PM,07/22/2014,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby,1
A729454,*Teeny,06/23/2016 12:12:00 PM,06/23/2016 12:12:00 PM,05/27/2016,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue/White,0
A676797,,04/15/2014 01:36:00 PM,04/15/2014 01:36:00 PM,04/15/2013,Other,Unknown,1 year,Raccoon Mix,Gray/Black,1
A823674,*River,08/13/2021 11:11:00 AM,08/13/2021 11:11:00 AM,08/18/2020,Cat,Neutered Male,11 months,Domestic Shorthair,Black/White,0
A754182,,07/21/2017 02:24:00 PM,07/21/2017 02:24:00 PM,07/17/2016,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby,0
A683259,X,07/23/2014 01:45:00 PM,07/23/2014 01:45:00 PM,07/09/2004,Dog,Intact Female,10 years,Labrador Retriever Mix,Black/White,1
A671884,Simba,03/18/2014 05:52:00 PM,03/18/2014 05:52:00 PM,07/31/2013,Dog,Neutered Male,7 months,Pit Bull Mix,Black/White,0
A721018,*Frida,07/06/2016 12:24:00 PM,07/06/2016 12:24:00 PM,02/19/2015,Dog,Spayed Female,1 year,Manchester Terrier Mix,Tan,0
A785590,*Pancho,12/07/2018 12:44:00 PM,12/07/2018 12:44:00 PM,12/05/2010,Dog,Intact Male,8 years,Chihuahua Shorthair Mix,Tan,0
A740608,,12/20/2016 05:42:00 PM,12/20/2016 05:42:00 PM,12/05/2016,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,0
A701057,*Bell,06/16/2015 08:33:00 AM,06/16/2015 08:33:00 AM,03/23/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,0
A820718,Hattie Mae,07/29/2020 11:04:00 AM,07/29/2020 11:04:00 AM,07/27/2018,Dog,Intact Female,2 years,Dachshund,Brown,0
A695844,*Dalton,05/24/2015 04:41:00 PM,05/24/2015 04:41:00 PM,01/24/2013,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White,0
A792660,*Shelly,09/24/2019 11:14:00 AM,09/24/2019 11:14:00 AM,04/13/2017,Dog,Spayed Female,2 years,Staffordshire Mix,Blue/White,0
A723690,*Buddy,04/30/2016 03:27:00 PM,04/30/2016 03:27:00 PM,10/05/2013,Dog,Neutered Male,2 years,Jack Russell Terrier Mix,White/Tan,0
A707798,,07/21/2015 11:51:00 AM,07/21/2015 11:51:00 AM,01/21/2015,Dog,Intact Female,5 months,Rat Terrier/Chihuahua Shorthair,White/Black,0
A778593,Ella,09/06/2018 12:05:00 PM,09/06/2018 12:05:00 PM,08/17/2016,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White,0
A807956,Chili,11/02/2019 06:11:00 PM,11/02/2019 06:11:00 PM,11/02/2006,Dog,Spayed Female,13 years,Irish Setter,Brown,0
A779985,,09/09/2018 08:40:00 AM,09/09/2018 08:40:00 AM,09/07/2016,Other,Unknown,2 years,Bat,Brown,1
A679960,*George,09/07/2014 12:55:00 PM,09/07/2014 12:55:00 PM,04/05/2014,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black,0
A700044,Tom,04/13/2015 02:56:00 PM,04/13/2015 02:56:00 PM,04/06/2014,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby,0
A726940,*Reggie,07/04/2016 11:43:00 AM,07/04/2016 11:43:00 AM,05/16/2013,Dog,Neutered Male,3 years,Rottweiler Mix,Black/Tan,0
A667797,Yankeedoodle,11/27/2013 04:24:00 PM,11/27/2013 04:24:00 PM,11/22/2006,Dog,Neutered Male,7 years,Toy Poodle/Miniature Schnauzer,Gray,0
A818788,,06/25/2020 12:00:00 PM,06/25/2020 12:00:00 PM,04/15/2020,Cat,Intact Male,2 months,Domestic Shorthair,Black,0
A728150,*Freddie,06/06/2016 06:55:00 PM,06/06/2016 06:55:00 PM,03/09/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue,0
A841384,128 Grams,08/26/2021 06:10:00 PM,08/26/2021 06:10:00 PM,08/19/2021,Cat,Intact Female,1 week,Domestic Shorthair,Brown Tabby,0
A840381,Merica,09/13/2021 06:26:00 PM,09/13/2021 06:26:00 PM,07/04/2021,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby,0
A581393,Liz Lemon,02/21/2017 07:01:00 PM,02/21/2017 07:01:00 PM,05/20/2010,Dog,Spayed Female,6 years,Rhod Ridgeback Mix,Brown,0
A685754,Mary Jane,02/04/2015 04:32:00 PM,02/04/2015 04:32:00 PM,02/12/2013,Dog,Spayed Female,1 year,Staffordshire Mix,Tan/White,0
A700792,Kit,04/28/2015 01:01:00 PM,04/28/2015 01:01:00 PM,04/19/2013,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,0
A749559,*Wilhelm,05/18/2017 03:35:00 PM,05/18/2017 03:35:00 PM,04/25/2017,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,0
A686627,,08/24/2014 03:35:00 PM,08/24/2014 03:35:00 PM,08/02/2014,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,0
A682832,*Logan,09/14/2014 05:20:00 PM,09/14/2014 05:20:00 PM,06/22/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0
A696862,Sister,02/21/2015 01:16:00 PM,02/21/2015 01:16:00 PM,02/13/2012,Dog,Spayed Female,3 years,Bruss Griffon Mix,White/Brown,0
A688820,Freckles,09/24/2014 04:36:00 PM,09/24/2014 04:36:00 PM,09/24/2006,Dog,Intact Female,8 years,Australian Cattle Dog Mix,Red Tick/White,1
A693862,Larry,12/22/2014 12:07:00 PM,12/22/2014 12:07:00 PM,12/15/2004,Dog,Neutered Male,10 years,Yorkshire Terrier Mix,Brown,0
A725722,,05/06/2016 12:17:00 PM,05/06/2016 12:17:00 PM,05/01/2016,Cat,Unknown,5 days,Domestic Shorthair Mix,Brown Tabby,0
A686690,Bella,12/06/2014 03:02:00 PM,12/06/2014 03:02:00 PM,02/25/2014,Dog,Spayed Female,9 months,Blue Lacy Mix,Blue/White,0
A825231,,11/03/2020 06:07:00 PM,11/03/2020 06:07:00 PM,05/08/2020,Cat,Neutered Male,5 months,Domestic Shorthair,Brown Tabby,0
A757098,,08/31/2017 06:10:00 PM,08/31/2017 06:10:00 PM,06/29/2017,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Tricolor,0
A787108,Tilly,02/06/2019 12:31:00 PM,02/06/2019 12:31:00 PM,01/07/2017,Dog,Spayed Female,2 years,Great Pyrenees/Labrador Retriever,White,0
A727206,Tye,05/21/2016 03:39:00 PM,05/21/2016 03:39:00 PM,10/19/2015,Dog,Intact Male,7 months,Chihuahua Shorthair/Rottweiler,Brown Brindle,0
A838041,A838041,07/10/2021 10:04:00 AM,07/10/2021 10:04:00 AM,07/02/2017,Dog,Neutered Male,4 years,Chihuahua Shorthair,Brown Brindle/Brown,0
A758811,Lady,02/09/2018 01:39:00 PM,02/09/2018 01:39:00 PM,09/22/2014,Dog,Spayed Female,3 years,Chow Chow Mix,Black Brindle,0
A779993,Violet,09/13/2018 03:25:00 PM,09/13/2018 03:25:00 PM,09/08/2013,Dog,Intact Female,5 years,Maltese/Miniature Poodle,White,0
A836753,Grams 174,06/14/2021 06:26:00 PM,06/14/2021 06:26:00 PM,05/30/2021,Cat,Intact Male,2 weeks,Domestic Shorthair,Torbie/White,0
A728522,*Shirley,07/23/2016 04:14:00 PM,07/23/2016 04:14:00 PM,06/05/2014,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,White/Brown Brindle,0
A774971,,06/22/2018 05:38:00 PM,06/22/2018 05:38:00 PM,06/18/2018,Cat,Unknown,4 days,Domestic Shorthair Mix,Black,0
A733559,*Guacamole,10/02/2016 05:46:00 PM,10/02/2016 05:46:00 PM,07/24/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0
A695270,Luna,12/04/2015 04:29:00 PM,12/04/2015 04:29:00 PM,01/12/2014,Dog,Spayed Female,1 year,American Bulldog Mix,White/Brown Brindle,0
A800195,Elliot,07/18/2019 12:32:00 PM,07/18/2019 12:32:00 PM,07/17/2017,Dog,Intact Male,2 years,Miniature Schnauzer,Black,0
A793619,Jesse,07/18/2019 05:06:00 PM,07/18/2019 05:06:00 PM,10/27/2015,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby,0
A678004,,05/02/2014 05:05:00 PM,05/02/2014 05:05:00 PM,12/02/2013,Other,Unknown,4 months,Raccoon Mix,Gray/Black,1
A695072,Gizbert,01/22/2019 05:53:00 PM,01/22/2019 05:53:00 PM,01/08/2014,Dog,Neutered Male,5 years,Schipperke Mix,Black/White,0
A754295,,07/20/2017 06:07:00 PM,07/20/2017 06:07:00 PM,06/03/2017,Cat,Intact Male,1 month,Balinese Mix,Lynx Point,1
A719517,,01/26/2016 07:01:00 PM,01/26/2016 07:01:00 PM,01/21/2014,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,0
A734227,Frankie,09/14/2016 03:52:00 PM,09/14/2016 03:52:00 PM,05/03/2015,Dog,Neutered Male,1 year,Labrador Retriever Mix,Brown,0
A733983,,08/30/2016 02:41:00 PM,08/30/2016 02:41:00 PM,08/15/2016,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black,0
A806444,Survivor,10/23/2019 11:52:00 AM,10/23/2019 11:52:00 AM,10/11/2012,Dog,Neutered Male,7 years,Great Dane/Labrador Retriever,Black/White,0
A785463,,04/13/2019 05:49:00 PM,04/13/2019 05:49:00 PM,10/03/2018,Dog,Neutered Male,6 months,German Shepherd Mix,Tan/Black,0
A623562,Leto,02/01/2016 11:18:00 AM,02/01/2016 11:18:00 AM,10/03/2010,Dog,Neutered Male,5 years,Cairn Terrier/Dachshund Wirehair,Black/Tan,0
A676335,Pantera,04/20/2014 08:57:00 AM,04/20/2014 08:57:00 AM,04/08/2008,Dog,Spayed Female,6 years,Cocker Spaniel Mix,Black,0
A679918,Appa,06/15/2014 01:03:00 PM,06/15/2014 01:03:00 PM,05/28/2013,Dog,Neutered Male,1 year,Anatol Shepherd Mix,Cream,0
A791868,*Sphinx,04/07/2019 06:57:00 PM,04/07/2019 06:57:00 PM,04/02/2017,Dog,Neutered Male,2 years,Blue Lacy Mix,Blue/White,0
A778546,*Vanilla,11/06/2018 01:47:00 PM,11/06/2018 01:47:00 PM,08/16/2016,Dog,Spayed Female,2 years,Boxer/Pointer,White,0
A816277,Bleux,04/13/2020 02:52:00 PM,04/13/2020 02:52:00 PM,04/13/2012,Dog,Neutered Male,8 years,Blue Lacy Mix,Blue/White,0
A690672,,10/25/2014 09:00:00 AM,10/25/2014 09:00:00 AM,07/09/2014,Cat,Intact Male,3 months,Domestic Longhair Mix,Brown Tabby,0
A806091,*Dali,10/16/2019 04:49:00 PM,10/16/2019 04:49:00 PM,01/05/2019,Dog,Neutered Male,9 months,Australian Cattle Dog Mix,Gray/Black,0
A745791,,04/15/2017 03:18:00 PM,04/15/2017 03:18:00 PM,02/05/2017,Dog,Neutered Male,2 months,Dachshund Longhair Mix,Sable/Black,0
A771085,Bella,04/30/2018 06:45:00 PM,04/30/2018 06:45:00 PM,04/30/2014,Dog,Spayed Female,4 years,Labrador Retriever Mix,Red,0
A722950,Rocky,01/14/2018 05:09:00 PM,01/14/2018 05:09:00 PM,07/24/2015,Dog,Neutered Male,2 years,German Shepherd Mix,Tan/Black,0
A746997,,04/16/2017 08:24:00 AM,04/16/2017 08:24:00 AM,03/28/2017,Other,Unknown,2 weeks,Guinea Pig Mix,Calico,0
A718320,*Chardonnay,01/03/2016 04:30:00 PM,01/03/2016 04:30:00 PM,12/27/2014,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby,0
A812808,Beck,01/29/2020 01:32:00 PM,01/29/2020 01:32:00 PM,01/29/2018,Dog,Neutered Male,2 years,German Shepherd/Collie Rough,Brown/White,0
A679229,,05/17/2014 06:39:00 PM,05/17/2014 06:39:00 PM,02/02/2014,Dog,Intact Female,3 months,Chihuahua Shorthair Mix,White/Black,0
A803972,*Esme,09/24/2019 01:00:00 PM,09/24/2019 01:00:00 PM,09/09/2017,Dog,Intact Female,2 years,Labrador Retriever/Border Collie,Brown/Black,0
A668919,Gufi,11/18/2014 01:29:00 PM,11/18/2014 01:29:00 PM,06/11/2013,Dog,Neutered Male,1 year,Australian Kelpie Mix,Black,0
A707167,*Yarrow,08/23/2015 07:26:00 PM,08/23/2015 07:26:00 PM,05/08/2015,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby,0
A666797,,11/07/2013 04:30:00 PM,11/07/2013 04:30:00 PM,05/07/2013,Dog,Intact Male,6 months,Pit Bull Mix,Black/White,0
A764341,Bruno,12/31/2017 03:49:00 PM,12/31/2017 03:49:00 PM,05/28/2017,Dog,Neutered Male,7 months,Dachshund/Catahoula,Blue Merle,0
A807065,,10/26/2019 07:14:00 PM,10/26/2019 07:14:00 PM,10/20/2018,Dog,Spayed Female,1 year,Dachshund Mix,Brown/Black,0
A798778,,07/05/2019 02:09:00 PM,07/05/2019 02:09:00 PM,02/15/2019,Dog,Neutered Male,4 months,Pharaoh Hound,Red,0
A796810,*Velcro,06/16/2019 05:58:00 PM,06/16/2019 05:58:00 PM,06/05/2017,Dog,Spayed Female,2 years,Soft Coated Wheaten Terrier,Cream/Blue,0
A681471,,06/17/2014 01:51:00 PM,06/17/2014 01:51:00 PM,05/10/2014,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby,0
A778190,Ollie,08/12/2018 04:11:00 PM,08/12/2018 04:11:00 PM,03/10/2018,Dog,Neutered Male,5 months,German Shepherd Mix,Brown/Black,0
A765452,Willow,02/03/2018 06:27:00 PM,02/03/2018 06:27:00 PM,07/20/2017,Dog,Spayed Female,6 months,Whippet Mix,Tan/White,0
A811090,,01/02/2020 10:50:00 AM,01/02/2020 10:50:00 AM,12/27/2017,Cat,Intact Female,2 years,Domestic Shorthair,Brown Tabby,0
A729736,Jake,06/23/2016 05:47:00 PM,06/23/2016 05:47:00 PM,06/23/2011,Dog,Neutered Male,5 years,Pit Bull Mix,Black/White,0
A776123,Magnolia,09/02/2018 04:35:00 PM,09/02/2018 04:35:00 PM,04/24/2018,Dog,Intact Female,4 months,Pit Bull Mix,Blue/White,0
A708602,Klaus,09/02/2015 05:33:00 PM,09/02/2015 05:33:00 PM,06/29/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Brown Tabby,0
A691012,Pj,04/11/2016 05:17:00 PM,04/11/2016 05:17:00 PM,10/28/2011,Dog,Neutered Male,4 years,Staffordshire Mix,Red/White,1
A757551,Maggie,09/03/2017 07:13:00 PM,09/03/2017 07:13:00 PM,09/03/2011,Dog,Intact Female,6 years,Lhasa Apso Mix,Tan/Black,0
A738162,*Cindy,11/20/2016 06:33:00 PM,11/20/2016 06:33:00 PM,11/06/2014,Dog,Spayed Female,2 years,Beagle Mix,Cream/White,0
A822176,*107 Grams,08/28/2020 11:55:00 AM,08/28/2020 11:55:00 AM,08/25/2020,Cat,Intact Female,3 days,Domestic Shorthair,Brown Tabby,0
A799571,,07/10/2019 06:26:00 PM,07/10/2019 06:26:00 PM,06/25/2019,Cat,Intact Male,2 weeks,Domestic Shorthair,Blue Tabby,0
A686106,Polly,08/16/2014 03:29:00 PM,08/16/2014 03:29:00 PM,08/16/2013,Bird,Intact Female,1 year,Parrot Mix,Green,0
A839889,,08/04/2021 05:29:00 PM,08/04/2021 05:29:00 PM,07/14/2021,Cat,Intact Male,3 weeks,Domestic Shorthair,Brown Tabby/White,0
A706207,Jake,08/04/2015 01:36:00 PM,08/04/2015 01:36:00 PM,06/26/2011,Dog,Neutered Male,4 years,Labrador Retriever Mix,Yellow,0
A709081,Princess,08/08/2015 12:15:00 PM,08/08/2015 12:15:00 PM,03/04/2015,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Brown Tabby,0
A702027,Wilfred,05/14/2015 03:14:00 PM,05/14/2015 03:14:00 PM,02/14/2008,Dog,Neutered Male,7 years,Boxer Mix,Fawn/White,0
A740382,Buddy,01/06/2017 05:25:00 PM,01/06/2017 05:25:00 PM,11/07/2016,Dog,Neutered Male,1 month,Australian Cattle Dog Mix,Black/White,0
A820073,,07/14/2020 10:50:00 AM,07/14/2020 10:50:00 AM,05/11/2020,Cat,Intact Male,2 months,Domestic Shorthair,Black/White,0
A762169,*Marie,12/12/2017 02:04:00 PM,12/12/2017 02:04:00 PM,09/10/2017,Cat,Intact Female,3 months,Manx Mix,Brown Tabby,0
A842132,Indigo,09/13/2021 10:11:00 AM,09/13/2021 10:11:00 AM,03/09/2021,Dog,Neutered Male,6 months,Siberian Husky,Black/Gray,0
A840048,*Ivy,08/10/2021 12:28:00 PM,08/10/2021 12:28:00 PM,08/01/2019,Dog,Spayed Female,2 years,Australian Shepherd Mix,Tricolor,0
A785300,,12/01/2018 08:40:00 AM,12/01/2018 08:40:00 AM,11/30/2016,Other,Unknown,2 years,Bat,Brown,1
A789413,George,04/02/2019 06:24:00 PM,04/02/2019 06:24:00 PM,02/21/2018,Dog,Neutered Male,1 year,Blue Lacy Mix,Blue/White,0
A766831,Lucky,02/19/2018 12:30:00 PM,02/19/2018 12:30:00 PM,02/17/2016,Dog,Intact Male,2 years,Great Pyrenees Mix,White/Black,0
A820695,,07/26/2020 02:28:00 PM,07/26/2020 02:28:00 PM,07/26/2019,Cat,Unknown,1 year,Domestic Shorthair,Gray,1
A792355,Gretta,04/16/2019 01:31:00 PM,04/16/2019 01:31:00 PM,04/10/2017,Dog,Spayed Female,2 years,Dachshund Longhair Mix,Black/Brown,0
A801714,*Tex,12/05/2019 12:51:00 PM,12/05/2019 12:51:00 PM,04/08/2019,Cat,Neutered Male,7 months,Domestic Shorthair,Orange Tabby,0
A829736,Peanut,02/24/2021 05:22:00 PM,02/24/2021 05:22:00 PM,12/07/2020,Dog,Intact Male,2 months,Labrador Retriever Mix,Red/White,0
A768969,,03/29/2018 08:43:00 AM,03/29/2018 08:43:00 AM,09/28/2017,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby,1
A777900,*Beau,09/24/2018 12:24:00 PM,09/24/2018 12:24:00 PM,12/05/2017,Dog,Neutered Male,9 months,Labrador Retriever Mix,Black,0
A717943,*Lou Lou,12/23/2015 01:47:00 PM,12/23/2015 01:47:00 PM,03/18/2015,Dog,Spayed Female,9 months,Chihuahua Longhair Mix,Tan/White,0
A818568,,06/17/2020 12:04:00 PM,06/17/2020 12:04:00 PM,08/10/2019,Cat,Spayed Female,10 months,Domestic Shorthair,Black,0
A795822,*Professor Mcgonagall,06/15/2019 12:37:00 PM,06/15/2019 12:37:00 PM,05/25/2017,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Brown Tabby,0
A797898,*Capt Graham Cracker,08/03/2019 05:23:00 PM,08/03/2019 05:23:00 PM,04/22/2019,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White,0
A741487,Xavi,01/03/2017 11:28:00 AM,01/03/2017 11:28:00 AM,01/03/2013,Dog,Neutered Male,4 years,Labrador Retriever,Gold,0
A740950,,12/26/2016 08:44:00 AM,12/26/2016 08:44:00 AM,12/26/2015,Other,Unknown,1 year,Bat,Brown,1
A835239,Pete,06/05/2021 03:37:00 PM,06/05/2021 03:37:00 PM,05/25/2020,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,0
A727771,,05/31/2016 06:26:00 PM,05/31/2016 06:26:00 PM,05/25/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby/White,0
A705175,*Sky,12/17/2015 12:48:00 PM,12/17/2015 12:48:00 PM,08/14/2014,Dog,Spayed Female,1 year,Australian Kelpie/Pit Bull,Black/Tan,0
A737961,Michi,11/18/2016 04:43:00 PM,11/18/2016 04:43:00 PM,12/16/2015,Dog,Spayed Female,11 months,Welsh Terrier Mix,Sable,0
A736965,*Ariel,11/12/2016 10:41:00 PM,11/12/2016 10:41:00 PM,08/20/2016,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0
A675163,,03/26/2014 04:19:00 PM,03/26/2014 04:19:00 PM,03/24/2012,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black,1
A794869,*Dillo,05/27/2019 01:32:00 PM,05/27/2019 01:32:00 PM,05/13/2017,Dog,Neutered Male,2 years,Pit Bull,Brown/White,0
A688024,Belle,09/13/2014 05:21:00 PM,09/13/2014 05:21:00 PM,09/13/2009,Dog,Spayed Female,5 years,Chihuahua Shorthair/Pug,Brown,0
A796340,Quin,06/10/2019 05:49:00 PM,06/10/2019 05:49:00 PM,11/01/2018,Dog,Spayed Female,7 months,Labrador Retriever Mix,Black/White,0
A797791,*Spencer,06/20/2019 04:53:00 PM,06/20/2019 04:53:00 PM,05/23/2019,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,0
A712538,*Edgar,10/10/2015 11:29:00 AM,10/10/2015 11:29:00 AM,09/24/2013,Dog,Neutered Male,2 years,Pit Bull Mix,Red/White,0
A690480,,10/22/2014 05:46:00 PM,10/22/2014 05:46:00 PM,09/26/2014,Dog,Intact Female,3 weeks,Pointer Mix,Chocolate/White,0
A804544,Jaxon,09/19/2019 11:43:00 AM,09/19/2019 11:43:00 AM,09/15/2015,Dog,Neutered Male,4 years,Mastiff,Brown Brindle,0
A803872,,09/19/2019 05:16:00 PM,09/19/2019 05:16:00 PM,07/16/2019,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black,0
A800878,*Tostito,08/03/2019 05:10:00 PM,08/03/2019 05:10:00 PM,07/04/2019,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Cream Tabby,0
A670789,,01/15/2014 09:53:00 AM,01/15/2014 09:53:00 AM,05/14/2013,Cat,Intact Male,8 months,Domestic Longhair Mix,Orange Tabby,0
A723969,Clutch,04/11/2016 03:14:00 PM,04/11/2016 03:14:00 PM,04/09/2014,Dog,Neutered Male,2 years,Labrador Retriever Mix,Brown,0
A667023,Yeti,12/11/2013 11:11:00 AM,12/11/2013 11:11:00 AM,11/11/2010,Dog,Spayed Female,3 years,Miniature Poodle,White,0
A676658,,04/17/2014 05:44:00 PM,04/17/2014 05:44:00 PM,04/13/2012,Cat,Spayed Female,2 years,Siamese Mix,Lynx Point,0
A748630,Mabel,05/13/2017 01:42:00 PM,05/13/2017 01:42:00 PM,11/09/2016,Dog,Spayed Female,6 months,Chihuahua Shorthair Mix,Brown,0
A833494,*Riker,06/05/2021 05:58:00 PM,06/05/2021 05:58:00 PM,04/30/2019,Dog,Neutered Male,2 years,Pit Bull Mix,Fawn/Black,0
A834213,*Micro,07/10/2021 03:00:00 PM,07/10/2021 03:00:00 PM,04/11/2021,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White,0
A687420,,09/04/2014 05:11:00 PM,09/04/2014 05:11:00 PM,09/02/2014,Cat,Intact Male,2 days,Domestic Shorthair Mix,Cream Tabby,0
A685100,Abigail,08/08/2014 07:11:00 PM,08/08/2014 07:11:00 PM,08/02/2013,Dog,Spayed Female,1 year,Miniature Poodle Mix,Buff,0
A679050,,05/19/2014 06:23:00 PM,05/19/2014 06:23:00 PM,03/31/2014,Cat,Unknown,1 month,Domestic Shorthair Mix,Black,1
A666722,Pumpkin,11/07/2013 05:34:00 PM,11/07/2013 05:34:00 PM,06/21/2013,Dog,Intact Female,4 months,Soft Coated Wheaten Terrier/Yorkshire Terrier,Cream/Tan,0
A779808,Nikki Rose,09/10/2018 04:33:00 PM,09/10/2018 04:33:00 PM,09/05/2017,Dog,Spayed Female,1 year,Australian Kelpie Mix,Black,0
A672940,,03/03/2014 12:16:00 PM,03/03/2014 12:16:00 PM,02/18/2013,Bird,Intact Male,1 year,Chicken,Red/Black,0
A669133,*Q,12/17/2013 05:07:00 PM,12/17/2013 05:07:00 PM,12/15/2009,Dog,Neutered Male,4 years,Pit Bull Mix,Black/White,0
